Site Name,Site,HR_age,Compost,Crops,Cover_Crop,Fallow,Soil_Type,Treatment,Location,Upper_Depth,Lower_Depth,Length,soil,sand,silt,clay,silt_clay,BD,pH,per_N,per_C,N_Mg_ha,C_Mg_ha,CN_ratio,log_N,log_C,profileC,POXc,EOC,EON,MBC,MBN,MB_CN_ratio,glucam,glucos,cell, GWC,Infiltration_Dry,Infiltration_Wet,SH_15,SSH_30,Macroagg,Microagg,Total_Agg
Muller Y,1,20,0,tomato,0,0,1,H,1,0,10,10,Yolo,14.25,59,26.75,85.75,1.115572053,6.2,0.185752894,2.11160227,2.072207373,23.55644479,11.3678028,0.316433215,1.372109746,91.09400586,988.83,25.6,23.4,87.68477612,27.92650083,3.139841137,0.355376713,1.970133262,0.193758573,0.143465909,17.81,16.68,60,140,14.6,29.1,43.7
Muller Y,1,20,0,tomato,0,0,1,H,2,0,10,10,Yolo,11,62,27,89,1.115572053,6.49,0.27743271,3.146179589,3.09496178,35.09790023,11.34033398,0.49065529,1.545281135,115.1927447,877.29,53.7,22.2,135.4478116,33.68534955,4.020970938,0.447086183,1.857301781,0.423984652,0.101092896,14.34,24.4,20,85,60.9,14.9,75.8
Muller Y,1,20,0,tomato,0,0,1,H,3,0,10,10,Yolo,12.25,59,28.75,87.75,1.115572053,6.25,0.215261282,2.160437154,2.4013947,24.10123311,10.03634809,0.380463548,1.382039263,143.9518679,817.97,32.7,36.4,55.04492688,7.902458867,6.965544244,0.612004057,2.782390046,0.835150684,0.192023634,13.99,40.35,50,100,65.5,14.4,79.9
Muller Y,1,20,4,tomato,0,6,1,R,1,0,10,10,Yolo,16,58,26,84,1.381132742,6.6,0.108659649,1.153345421,1.500733996,15.92923124,10.6142936,0.176303721,1.202194817,70.26019725,632.87,25.0,16.6,67.6953989,18.49451169,3.660296634,0.14189603,0.388168578,0.090936088,0.052151239,NA,198.57,50,150,32.3,29.2,61.5
Muller Y,1,20,4,tomato,0,6,1,R,2,0,10,10,Yolo,14.75,59,26.25,85.25,1.381132742,6.65,0.099473845,0.892568037,1.373865839,12.3275494,8.972891712,0.137944325,1.090876752,61.12316097,602.02,35.2,27.6,58.63127536,18.33142029,3.198403312,0.182413857,0.656825021,0.098465399,0.077540107,NA,178.32,20,100,26.2,25.8,52
Muller Y,1,20,4,tomato,0,6,1,R,3,0,10,10,Yolo,16,59,25,84,1.381132742,6.61,0.081780069,0.770745888,1.129491312,10.64502381,9.424617702,0.052882895,1.027146637,60.98778504,635.25,53.9,27.0,110.5410204,27.6467602,3.998335414,0.153649109,1.18913268,0.151404269,0.130820399,NA,181.58,10,80,35.9,31,66.9
Hrdy Y,2,23,0,wheat,0,0,1,H,1,0,10,10,Yolo,22.25,55.25,22.5,82.75,1.450016413,6.52,0.181859468,1.595540382,2.636992131,23.13559741,8.77347988,0.421108834,1.364280718,118.4213823,495.24,30.9,27.0,108.2820913,49.86910256,2.171326248,0.164304177,1.702292648,0.423871666,0.132127956,10.34,22.71,30,110,31,34.3,65.3
Hrdy Y,2,23,0,wheat,0,0,1,H,2,0,10,10,Yolo,19,54,27,84,1.450016413,7.06,0.141039628,1.398902955,2.045097758,20.28432245,9.918509945,0.310714073,1.307160506,107.3628824,331.50,31.7,28.9,81.14891539,22.96910769,3.532958984,0.595619476,2.736328042,0.614820488,0.108367627,6.29,10.69,25,90,44.1,24.6,68.7
Hrdy Y,2,23,0,wheat,0,0,1,H,3,0,10,10,Yolo,22.25,56.25,21.5,82.75,1.450016413,7.04,0.145838026,1.348671441,2.114675316,19.55595725,9.247735151,0.325243696,1.291279079,110.3165284,710.06,25.3,23.0,77.68298319,22.368,3.472951681,0.335476302,1.138169766,0.429693957,0.148783977,22.11,46.51,50,125,60.5,11.5,72
Hrdy Y,2,23,0,wheat,0,4.5,1,R,1,0,10,10,Yolo,23.5,54.5,22,76.5,1.333737343,6.78,0.092410234,0.886144692,1.232509799,11.81884267,9.58924844,0.090790381,1.072574952,102.6319431,584.14,16.0,10.3,67.52764444,26.46986667,2.551113887,0.309642495,0.764223596,0.138152593,0.092741935,27.93,158.12,20,150,16,29.7,45.7
Hrdy Y,2,23,0,wheat,0,4.5,1,R,2,0,10,10,Yolo,27.25,47.75,25,72.75,1.333737343,6.74,0.097876417,0.960386514,1.305414328,12.80903357,9.812236083,0.115748375,1.107516364,86.55971926,394.06,22.8,13.5,56.56226387,18.39185157,3.075398017,0.29258151,0.732918835,0.131732371,0.094979647,56.41,311.45,20,250,19,32.1,51.1
Hrdy Y,2,23,0,wheat,0,4.5,1,R,3,0,10,10,Yolo,27.25,46.5,26.25,72.75,1.333737343,7.01,0.093501915,0.849359126,1.24706995,11.32821985,9.083868828,0.095890814,1.054161669,89.9727581,617.40,17.0,13.6,78.45567901,26.3567284,2.976685036,0.249052891,0.563039827,0.14791776,0.104972376,21.37,57.32,15,165,24.4,32.3,56.7
YO-1,3,10,0,tomato,0,0,1,H,1,0,10,10,Yolo,12,56.5,31.5,88,1.242355377,7.3,0.252379956,3.014572208,3.135455952,37.45169992,11.94457855,0.496300704,1.573471535,159.6527378,841.70,24.1,22.7,135.4177542,35.47178814,3.817618489,0.493537108,2.544993639,0.32217971,0.158345221,2.63,5.54,10,50,66.8,15.4,82.2
YO-1,3,10,0,tomato,0,0,1,H,2,0,10,10,Yolo,18.5,57.75,23.75,81.5,1.242355377,7.02,0.266854134,2.977803193,3.315276684,36.99489809,11.15891722,0.520519779,1.568141835,162.7826562,1086.12,37.6,22.5,206.4956507,69.68645548,2.963210702,0.500906688,2.963023681,0.35796676,0.163323782,1.81,2.5,0,70,50.2,29.1,79.3
YO-1,3,10,0,tomato,0,0,1,H,3,0,10,10,Yolo,18.5,56.5,25,81.5,1.242355377,7.3,0.245502008,2.484662639,3.050007394,30.8683399,10.12074264,0.484300892,1.489513274,166.3271301,820.34,37.5,34.8,168.7432446,68.32283038,2.469792947,0.428372384,4.683700135,0.605694731,0.225954199,1.93,6.24,25,80,64.1,19.2,83.3
YO-1,3,10,0,tomato,0,7,1,R,1,0,10,10,Yolo,16,57.75,26.25,84,1.190743126,7.1,0.176405124,1.744180509,2.100531886,20.76870952,9.887357417,0.322329278,1.317409512,127.8449751,749.15,17.3,23.2,152.3803599,57.33531129,2.657705287,0.574727779,1.546460624,0.23637785,0.224736048,6.14,49.51,0,75,31.5,44.1,75.6
YO-1,3,10,0,tomato,0,7,1,R,2,0,10,10,Yolo,16,57.75,26.25,84,1.190743126,7.1,0.14410869,1.586581486,1.715964316,18.89210998,11.00961704,0.234508252,1.276280465,119.2648618,870.18,21.0,32.3,127.62,46.19333333,2.762736326,0.540465457,1.320417499,0.268893272,0.25,4.13,50.32,0,60,38.5,26.6,65.1
YO-1,3,10,0,tomato,0,7,1,R,3,0,10,10,Yolo,16,59,25,84,1.190743126,7.1,0.156630752,1.583938647,1.86506991,18.86064056,10.11256493,0.270695115,1.275556438,118.4050727,929.50,16.3,24.3,121.710707,39.46659836,3.083891494,0.471801433,0.522864405,0.233030977,0.243410853,4.07,41.62,15,90,19.4,34.2,53.6
FBF,4,10,0,diverse,0,0,1,H,1,0,10,10,Yolo,18.5,49,32.5,81.5,1.546448501,6.75,0.196701987,2.245705017,3.041894927,34.72867158,11.41678868,0.342415159,1.323510711,125.6849177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81,12.77,15,65,31.5,15.6,47.1
FBF,4,10,0,diverse,0,0,1,H,2,0,10,10,Yolo,21,51.5,27.5,79,1.546448501,6.68,0.141848502,1.541128512,2.193614025,23.83275877,10.86460904,0.280909989,1.176742095,80.8711523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69,18.81,20,50,57.4,8.1,65.5
FBF,4,10,0,diverse,0,0,1,H,3,0,10,10,Yolo,21,49,30,79,1.546448501,6.72,0.218186662,2.200931297,3.37414436,34.03626905,10.08737784,0.381137102,1.327957123,107.0697086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.65,20.43,20,75,44.7,9.4,54.1
FBF,4,10,24,diverse,1,2,1,R,1,0,10,10,Yolo,17.25,52.75,30,82.75,1.473777239,6.9,0.229287441,2.464104002,3.379186113,36.31540393,10.74679012,0.465862215,1.462559702,136.7212279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,10.31,5,70,56.3,10.9,67.2
FBF,4,10,24,diverse,1,2,1,R,2,0,10,10,Yolo,16,51.5,32.5,84,1.473777239,6.88,0.226900029,2.460882166,3.344000977,36.26792124,10.84566706,0.511094153,1.550430232,144.0286097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.46,0,65,43.9,17.9,61.8
FBF,4,10,24,diverse,1,2,1,R,3,0,10,10,Yolo,16,46.5,37.5,84,1.473777239,6.91,0.232272549,2.581426939,3.423179965,38.04448267,11.11378399,0.513658255,1.529707438,168.8775916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31,11.2,5,75,50.2,13.5,63.7
Say Hay,5,19,0,tomato,0,0,1,H,1,0,10,10,Yolo,10,59.5,30.5,90,1.126497993,6.75,0.446615215,4.036673607,5.031111428,45.47304717,9.038370113,0.701663936,1.657754057,140.3636253,798.54,100.0,70.8,214.7315011,156.6173362,1.371058315,0.363694485,2.685468377,0.383526046,0.2609375,11.76,41.58,35,100,11.5,28.7,40.2
Say Hay,5,19,0,tomato,0,0,1,H,2,0,10,10,Yolo,11.25,63.25,25.5,88.75,1.126497993,6.61,0.535449936,5.836810155,6.031832779,65.75154926,10.90075797,0.780449293,1.81790599,224.1774307,1684.82,129.2,68.5,473.9047059,296.1741176,1.600088183,0.729580475,4.092565303,0.630958292,0.234234234,14.48,36.29,20,95,38.4,13.8,52.2
Say Hay,5,19,0,tomato,0,0,1,H,3,0,10,10,Yolo,15,57,28,85,1.126497993,6.83,0.459678412,4.355484051,5.178268086,49.06444042,9.47506765,0.714184531,1.69076685,142.2133853,1283.41,16.2,14.0,124.1468668,78.13642298,1.588847584,0.184477335,2.583569534,0.254557882,0.139325843,8.27,23.31,50,125,30.7,21.6,52.3
Say Hay,5,19,0,tomato,0,7,1,R,1,0,10,10,Yolo,10.75,57.25,32,91.25,1.341060021,6.32,0.173928847,1.135554492,2.332490232,15.22846731,6.52884505,0.367819834,1.182656195,104.5665932,741.30,17.8,42.8,102.7483417,68.33035176,1.50369988,0.085354567,0.954516312,0.115439054,0.14957265,20.63,176.4,10,100,24.8,30.4,55.2
Say Hay,5,19,0,tomato,0,7,1,R,2,0,10,10,Yolo,8.75,62,29.25,91.25,1.341060021,6.56,0.177616789,1.086106841,2.381947749,14.56534464,6.11488839,0.37693223,1.163320765,106.561228,625.13,20.0,75.6,85.93854167,67.68229167,1.269734513,0.122769577,0.683401159,0.107089933,0.165217391,26.77,274.13,5,90,26.4,28.8,55.2
Say Hay,5,19,0,tomato,0,7,1,R,3,0,10,10,Yolo,10.75,60.75,28.5,91.25,1.341060021,6.58,0.184996017,0.908551459,2.480907627,12.18422038,4.911194698,0.394610594,1.085797746,105.788815,629.97,22.7,75.4,104.9608209,47.75995025,2.197674419,0.098433576,0.745522738,0.146947122,0.144680851,48.36,278.36,15,150,23.1,36.1,59.2
Collins,6,9,0,tomato,0,0,1,H,1,0,10,10,Yolo,20,55,25,80,1.43052294,6.89,0.28536299,2.672651164,4.082183036,38.23288801,9.365794642,0.610892474,1.582437105,143.8433801,828.42,44.2,22.5,107.3925513,68.71710901,1.56282115,0.066625693,1.077526388,0.321185162,0.122052705,7.42,23.62,20,100,56.4,24.9,81.3
Collins,6,9,0,tomato,0,0,1,H,2,0,10,10,Yolo,22.5,52.5,25,77.5,1.43052294,6.83,0.226096038,1.622739687,3.234355684,23.21366348,7.17721418,0.509787778,1.365743684,121.6179865,571.89,37.9,29.1,109.3473204,71.86717066,1.521519761,0.123460485,0.826038062,0.167065938,0.089918256,5.54,7.03,25,90,33.1,20.7,53.8
Collins,6,9,0,tomato,0,0,1,H,3,0,10,10,Yolo,24,49,27,76,1.43052294,6.73,0.261945269,2.438072191,3.747187166,34.87718199,9.307563365,0.573705386,1.542541388,128.8882418,688.05,103.0,35.3,95.26431853,72.68851455,1.310582822,0.267959941,2.010652244,0.309345298,0.103021978,5.25,7.49,15,85,47,13.7,60.7
Collins,6,9,0,tomato,0,7,1,R,1,0,10,10,Yolo,22.5,50,27.5,77.5,1.220740853,6.67,0.158379802,1.110773355,1.933406945,13.55966413,7.013352345,0.286323274,1.132248932,105.6570832,170.14,15.4,19.7,83.05120997,54.52604093,1.523147629,0.101152858,0.631750597,0.108715307,0.18195051,198.14,1078.26,50,175,25.4,27.8,53.2
Collins,6,9,0,tomato,0,7,1,R,2,0,10,10,Yolo,21.25,51.25,27.5,78.75,1.220740853,6.58,0.119042974,1.262043087,1.453206213,15.40627555,10.60157561,0.162327246,1.187697661,100.7518659,334.71,14.2,19.4,100.608079,70.24030331,1.432341182,0.160076753,0.814723251,0.177390055,0.198821797,191.38,1349.08,50,190,18,10.3,28.3
Collins,6,9,0,tomato,0,7,1,R,3,0,10,10,Yolo,25,45.25,29.75,75,1.220740853,6.65,0.15146691,1.013928524,1.849018454,12.37743972,6.694059594,0.266941245,1.09263082,113.0532476,286.31,16.6,28.7,138.599129,78.64004032,1.762449872,0.117756187,1.071766411,0.149692137,0.127988748,177.91,926.1,30,200,26.9,20.8,47.7
CLBL,7,13,0,diverse,0,0,2,H,1,0,10,10,Brentwood,25,41.25,33.75,75,1.218847057,6.35,0.176465189,2.013521927,2.150840757,24.54175275,11.41030673,0.332608257,1.389905577,165.5977304,611.51,75.7,41.4,33.11776316,10.46591283,3.164345404,0.168929567,1.33287441,0.269160974,0.142454161,NA,NA,NA,NA,67.4,11.7,79.1
CLBL,7,13,0,diverse,0,0,2,H,2,0,10,10,Brentwood,25,42.5,32.5,75,1.218847057,6.8,0.194490145,2.239552256,2.370537407,27.29671676,11.51499094,0.374846813,1.436110413,177.0086538,841.70,29.4,24.8,175.7836545,65.89182724,2.667761115,0.290519179,3.185108821,0.703595083,0.144886364,NA,NA,NA,NA,44.5,32.3,76.8
CLBL,7,13,0,diverse,0,0,2,H,3,0,10,10,Brentwood,25,40,35,75,1.218847057,6.66,0.211522397,2.671456043,2.578134507,32.56096336,12.62966043,0.411305572,1.512697246,182.0482087,896.28,41.3,25.4,97.40741936,36.08975807,2.699032207,0.377187638,2.766780707,0.586409064,0.126760563,NA,NA,NA,NA,37.2,36.2,73.4
CLBL,7,13,12,diverse,1,2,2,R,1,0,10,10,Brentwood,23,45,32,77,1.14761508,6.7,0.153062694,1.710533864,1.756570556,19.63034457,11.17538063,0.244665599,1.292927923,169.5961995,566.43,41.6,28.9,124.6267742,48.73556876,2.557203647,0.232167548,2.554858722,0.39203793,0.156160459,NA,NA,NA,NA,35.5,53.6,89.1
CLBL,7,13,12,diverse,1,2,2,R,2,0,10,10,Brentwood,23,43.75,33.25,77,1.14761508,6.25,0.175054163,1.826507338,2.008947973,20.96127364,10.43395545,0.30296869,1.321417668,167.8241438,768.13,23.1,16.8,93.14799331,23.22408027,4.010836694,0.179982571,1.630006576,0.218758723,0.145714286,NA,NA,NA,NA,33.2,51.1,84.3
CLBL,7,13,12,diverse,1,2,2,R,3,0,10,10,Brentwood,24,42.5,33.5,76,1.14761508,6.69,0.170405186,1.743341626,1.955595612,20.00685139,10.23056672,0.291279054,1.301178746,161.7472015,723.05,34.3,30.2,137.0667424,51.06442761,2.684192281,0.263763451,1.825861637,0.275595983,0.152639087,NA,NA,NA,NA,38.8,37.7,76.5
Fong East,8,10,0,tomato,0,0,2,H,1,0,10,10,Brentwood,28,43.25,28.75,72,1.104613287,6.43,0.363147415,3.901108052,4.011374595,43.09215788,10.7424916,0.60329322,1.634398242,152.86592,1010.18,36.0,53.3,262.1924324,61.26162162,4.279880707,0.933746566,3.126246137,0.802285045,0.288461539,3.34,7.75,50,100,53.2,23.1,76.3
Fong East,8,10,0,tomato,0,0,2,H,2,0,10,10,Brentwood,26,43.5,30.5,74,1.104613287,6.54,0.268556686,3.427373744,2.96651284,37.85922578,12.76219852,0.472246232,1.578171728,157.5547826,1069.51,64.1,44.0,115.4025,12.10375,9.534441805,0.463843502,2.646900434,0.949329906,0.130434783,2.49,8.17,15,80,66.1,12.1,78.2
Fong East,8,10,0,tomato,0,0,2,H,3,0,10,10,Brentwood,28,40,32,72,1.104613287,6.51,0.315332962,3.007874155,3.483209796,33.22537758,9.538724201,0.541979633,1.521469925,155.2412996,723.05,22.2,14.5,107.1345116,16.36589147,6.546206897,0.169572359,1.852863861,0.52096324,0.114010989,18.71,25.25,30,100,49.8,28.6,78.4
Fong East,8,10,6,tomato,0,2,2,R,1,0,10,10,Brentwood,25.5,43.25,31.25,74.5,1.357977931,6.44,0.13591353,1.375714623,1.845675742,18.68190097,10.12198435,0.266155404,1.271421066,109.2616978,639.99,23.2,12.0,139.2812607,23.71224872,5.873810716,0.179174944,0.946029341,0.206571824,0.157819225,8.76,22.41,5,120,43.3,44.9,88.2
Fong East,8,10,6,tomato,0,2,2,R,2,0,10,10,Brentwood,23.75,43.75,32.5,76.25,1.357977931,6.47,0.135990353,1.421026955,1.846718979,19.29723244,10.44946885,0.266400812,1.285495028,103.6178441,583.04,26.3,12.6,101.2657237,15.2878125,6.623951182,0.289116643,0.954109477,0.233785183,0.142454161,7.57,20.43,0,100,32.4,38.1,70.5
Fong East,8,10,6,tomato,0,2,2,R,3,0,10,10,Brentwood,26,40.75,33.25,74,1.357977931,6.34,0.126400554,1.383598531,1.71649163,18.7889627,10.94614292,0.23464169,1.273902804,133.2874098,637.62,24.8,11.7,117.8021841,18.43790952,6.389129092,0.264564338,1.088364935,0.23493717,0.121917808,6.99,31.28,0,150,43.4,23,66.4
Fong West,9,10,0,tomato,0,0,2,H,1,0,10,10,Brentwood,25.5,43.25,31.25,74.5,1.33156579,6.44,0.231901435,3.068400289,3.087920177,40.85776854,13.23148469,0.489666065,1.611274644,201.9429834,1005.44,35.1,19.6,186.0501935,30.01883871,6.197781178,0.258892604,3.577559023,0.566672443,0.129213483,1.82,7.46,25,75,75.1,8,83.1
Fong West,9,10,0,tomato,0,0,2,H,2,0,10,10,Brentwood,28,40.75,31.25,72,1.33156579,6.5,0.218551202,2.876460958,2.910153046,38.30197007,13.16149683,0.463915829,1.583221113,173.5597337,713.56,37.3,28.8,286.7101507,120.5794326,2.377769944,0.700228237,4.753275971,0.979303966,0.176642336,15.99,17.63,40,100,39.7,29,68.7
Fong West,9,10,0,tomato,0,0,2,H,3,0,10,10,Brentwood,26.75,43.25,30,73.25,1.33156579,6.69,0.217431356,2.628925106,2.895241551,35.00586735,12.09082791,0.461684803,1.544140843,182.3003631,630.50,39.6,31.1,189.4257143,66.20198095,2.861330002,0.448159267,3.586234665,1.072504454,0.214071856,4.4,6.28,15,85,50.4,22.7,73.1
Fong West,9,10,6,tomato,0,2,2,R,1,0,10,10,Brentwood,24.25,43.25,32.5,75.75,1.03792642,6.61,0.156830568,1.564779472,1.627785901,16.24125956,9.977515809,0.211597282,1.210619707,153.5825143,649.48,28.3,31.2,153.4642703,51.8602973,2.959186088,0.282485925,1.227855446,0.204693448,0.185022026,4.02,16.91,0,110,37.2,38.7,75.9
Fong West,9,10,6,tomato,0,2,2,R,2,0,10,10,Brentwood,25.5,40.75,33.75,74.5,1.03792642,6.21,0.170233269,1.665517313,1.766896072,17.28684423,9.783735726,0.247211005,1.237715718,137.8420091,329.12,25.1,39.0,145.9103846,36.51179487,3.996253406,0.278612618,1.151540177,0.251199379,0.195876289,6.79,21.3,10,150,34.5,41.2,75.7
Fong West,9,10,6,tomato,0,2,2,R,3,0,10,10,Brentwood,25.5,42,32.5,74.5,1.03792642,6.51,0.153581058,1.564739738,1.594058374,16.24084714,10.18836412,0.202504221,1.210608679,150.3180676,739.66,25.0,31.2,124.1275,32.36541667,3.83518931,0.265263928,0.651447691,0.220743537,0.167630058,10.52,23.95,0,120,34.9,37.2,72.1
JRR,10,14,0,tomato,0,0,2,H,1,0,10,10,Brentwood,35,37,28,65,1.361513017,6.41,0.261510097,3.124559697,3.560494014,42.54128699,11.9481417,0.55151026,1.628810624,124.8914916,464.39,30.7,42.4,131.9543648,21.26882736,6.204120358,0.434411413,1.648325314,0.198991884,0.132768362,8.55,21.75,30,90,32.9,28.7,61.6
JRR,10,14,0,tomato,0,0,2,H,2,0,10,10,Brentwood,31.25,42,26.75,68.75,1.361513017,6.46,0.223723674,2.444146444,3.046026947,33.27737199,10.92484491,0.483733741,1.522149021,135.5294414,510.48,20.6,14.0,88.17634409,12.65892473,6.965547703,0.233641397,1.540558739,0.215872527,0.105769231,6.84,24,40,95,63,12.7,75.7
JRR,10,14,0,tomato,0,0,2,H,3,0,10,10,Brentwood,32,40.75,27.25,68,1.361513017,6.35,0.247703839,2.857289053,3.372520015,38.90236239,11.53510201,0.527954536,1.589975975,140.7814018,513.48,41.1,24.2,153.6761364,24.89276515,6.17352614,0.441158783,2.564181335,0.764680848,0.097127223,11.69,22.24,30,75,37.3,29.4,66.7
JRR,10,14,4,tomato,0,4.5,2,R,1,0,10,10,Brentwood,32.5,42,25.5,67.5,1.315582153,6.3,0.077829002,0.691928741,1.023904463,9.10289103,8.890371479,0.010259436,0.959179344,90.82052419,549.82,25.1,23.1,113.5456868,21.96727806,5.168855535,0.250654405,0.632857388,0.198046561,0.150782361,6.48,58.5,15,150,38.7,26.8,65.5
JRR,10,14,4,tomato,0,4.5,2,R,2,0,10,10,Brentwood,30,44.5,25.5,70,1.315582153,6.59,0.093457108,0.889607897,1.229505029,11.70352273,9.518889676,0.089730309,1.068316603,77.96835072,581.39,38.2,21.2,105.0870662,17.09148265,6.148504983,0.343773246,0.732337434,0.163561253,0.119444444,10.35,50.82,15,140,38.5,30.2,68.7
JRR,10,14,4,tomato,0,4.5,2,R,3,0,10,10,Brentwood,31.25,40.75,28,68.75,1.315582153,6.5,0.100732354,0.909169478,1.325216877,11.9608714,9.025595432,0.122286958,1.077762821,90.46285109,472.82,29.4,22.2,112.5645296,24.64797909,4.566886769,0.28217301,0.79098932,0.200780685,0.170520231,11.56,53.1,35,145,23.9,40.8,64.7
Muller B,11,16,0,tomato,0,0,2,H,1,0,10,10,Brentwood,25.5,42.75,31.75,74.5,1.421685226,6.92,0.232360595,2.428227214,3.303436253,34.52174756,10.45025389,0.518965931,1.538092772,165.4178326,917.64,20.5,14.2,162.7379698,30.67716443,5.304856978,0.409855871,1.435666332,0.333093159,0.150997151,15.34,35.48,25,80,53.6,24.2,77.8
Muller B,11,16,0,tomato,0,0,2,H,2,0,10,10,Brentwood,20.5,48.5,31,79.5,1.421685226,6.77,0.185816219,2.084410692,2.641721729,29.63375885,11.21759288,0.421887068,1.471786742,181.0276516,886.79,72.8,64.6,308.1005155,53.13101374,5.798882682,1.121581267,5.274824643,2.30261088,0.157742402,12.65,29.13,15,80,67.9,10,77.9
Muller B,11,16,0,tomato,0,0,2,H,3,0,10,10,Brentwood,20.5,47.25,32.25,79.5,1.421685226,6.68,0.182679902,1.974182445,2.59713318,28.06666015,10.8067851,0.414494221,1.448190736,150.7620763,858.31,39.5,37.7,145.6393041,35.33505155,4.121666667,0.254086954,3.737271123,0.793657776,0.150984683,43.76,48.64,5,65,60.7,19.6,80.3
Muller B,11,16,4,tomato,0,6,2,R,1,0,10,10,Brentwood,31.75,33.5,34.75,68.25,1.202333157,6.58,0.14505804,1.367692968,1.744080909,16.44422604,9.428591277,0.241566628,1.216013438,130.792739,739.66,40.5,30.8,129.0518539,30.14258427,4.281379884,0.133072781,1.025676505,0.115490573,0.201793722,110.38,648.06,65,90,48.1,33.9,82
